?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/CHEBI_16215>	"A divalent inorganic anion obtained by removal of both protons from phosphonic acid"	"PDBeChem:2PO KEGG:C06701 MetaCyc:PHOSPHONATE Gmelin:1618"
<http://purl.obolibrary.org/obo/CHEBI_52498>	"A polymeric complex of zinc with the ethylene bis(dithiocarbamate) anionic ligand. Formerly used as an agricultural fungicide for the control of downy mildews and rusts, its use is no longer permitted in the US or the EU."	"PMID:23871785 PMID:22155123 KEGG:C15232 PMID:465777 CAS:12122-67-7 Wikipedia:Zineb Reaxys:4165797 PPDB:683 Pesticides:zineb Patent:CN1648120 Patent:US2690448"
<http://purl.obolibrary.org/obo/CHEBI_28545>	"A twelve-membered cyclodepsipeptide composed of three repeating D-alpha-hydroxyisovaleryl-D-valyl-L-lactoyl-L-valyl units joined in sequence. An antibiotic found in several Streptomyces strains."	"PMID:18633285 Wikipedia:Valinomycin PMID:19347893 PMID:22683555 PMID:7590182 PMID:10603383 CAS:2001-95-8 Reaxys:78657 KEGG:C06684"
<http://purl.obolibrary.org/obo/PHIPO_0000312>	"The ability to cause disease by activating or suppressing host defenses is altered compared to the wildtype interaction."	
<http://purl.obolibrary.org/obo/PHIPO_0000295>	"A single species cell morphology phenotype where hyphal filaments are wavy."	
<http://purl.obolibrary.org/obo/CHEBI_23443>		
<http://purl.obolibrary.org/obo/GO_0040020>	"Any process that modulates the frequency, rate or extent of meiotic nuclear division, the process in which the nucleus of a diploid cell divides twice forming four haploid cells, one or more of which usually function as gametes."	
<http://purl.obolibrary.org/obo/CHEBI_17154>	"A pyridinecarboxamide that is pyridine in which the hydrogen at position 3 is replaced by a carboxamide group."	"KEGG:C00153 PMID:16766489 PMID:22207684 MetaCyc:NIACINAMIDE LINCS:LSM-5428 PMID:24635573 Drug_Central:1906 PMID:8767167 PMID:18930755 PMID:22709272 PMID:21926578 PMID:12014919 PMID:14757966 PMID:12519385 KNApSAcK:C00000209 PMID:9518388 PMID:23016598 PMID:22407380 PMID:24027187 PMID:24077178 PMID:15497767 PMID:16596767 PMID:11355130 PMID:23047329 Patent:US2904552 PMID:25561219 PMID:31710686 PMID:2026685 Patent:US2993051 PDBeChem:NCA PMID:16871361 DrugBank:DB02701 PMID:8620561 PMID:12890690 PMID:17129213 PMID:12487919 PMID:33196157 PMID:12709297 PMID:22626821 PMID:22770225 PMID:18987186 PMID:11814060 PMID:15834926 PMID:22361740 PMID:15807725 PMID:19212411 PMID:23028781 PMID:22536229 PMID:12782109 PMID:32249824 PMID:18316796 PMID:19539713 PMID:18514428 PMID:22359146 PMID:15995937 PMID:25504347 PMID:22699421 PMID:15780941 PMID:22232263 PMID:19544437 PMID:22543086 PMID:15563975 PMID:16029679 PMID:21891976 Gmelin:3336 PMID:18368629 PMID:23043891 PMID:18373238 PMID:10884473 Reaxys:383619 KEGG:D00036 PMID:17021258 HMDB:HMDB0001406 PMID:18389009 PMID:14871431 PMID:16209160 Wikipedia:Nicotinamide PMID:33471934 PMID:22456321 PMID:18234191 FooDB:FDB012485 PMID:21918528 PMID:22160932 PMID:22763693 PMID:21503886 CAS:98-92-0 PMID:22067079 PMID:14729974 PMID:24559077 PMID:22281243"
<http://purl.obolibrary.org/obo/GO_0051701>	"An interaction between two organisms living together in more or less intimate association. The term host is used for the larger (macro) of the two members of a symbiosis; the various forms of symbiosis include parasitism, commensalism and mutualism."	"Reactome:R-HSA-9635486 Reactome:R-HSA-9658195"
<http://purl.obolibrary.org/obo/GO_0035556>	"The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."	
<http://purl.obolibrary.org/obo/GO_0010256>	"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the endomembrane system."	
<http://purl.obolibrary.org/obo/CHEBI_64571>	"An excitatory amino acid agonist which binds to NMDA receptors and triggers a response."	
<http://purl.obolibrary.org/obo/CHEBI_23004>	"The univalent carboacyl group formed by loss of -OH from the carboxy group of carbamic acid."	"PMID:24168430"
<http://purl.obolibrary.org/obo/CHEBI_76853>	"An EC 1.2.* (oxidoreductase acting on donor aldehyde/oxo group) inhibitor that interferes with the action of any such enzyme using oxygen as acceptor (EC 1.2.3.*)."	
<http://purl.obolibrary.org/obo/PHIPO_0000528>	"A growth phenotype which describes the resistance of individuals or populations after exposure to prochloraz. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_36388>		
<http://purl.obolibrary.org/obo/CHEBI_73216>	"Any hydrolase inhibitor that interferes with the action of a hydrolase which acts on acid anhydrides (EC 3.6.*.*)."	
<http://purl.obolibrary.org/obo/GO_0042180>	"The chemical reactions and pathways involving any of a class of organic compounds that contain the carbonyl group, CO, and in which the carbonyl group is bonded only to carbon atoms, as carried out by individual cells. The general formula for a ketone is RCOR, where R and R are alkyl or aryl groups."	
<http://purl.obolibrary.org/obo/CHEBI_64130>	"An organic heterotricyclic compound comprising a pyrazine ring fused to an indole ring system."	
<http://purl.obolibrary.org/obo/PHIPO_0000349>	"A pathogen colonization of host phenotype where the vegetative growth or proliferation of the pathogen on the host surface is present."	
<http://purl.obolibrary.org/obo/CHEBI_50635>	"EC 3.5.1.* (non-peptide linear amide C-N hydrolase) inhibitor that interferes with the activity of urease (EC 3.5.1.5), reducing hydrolysis."	
<http://purl.obolibrary.org/obo/CHEBI_28909>	"An imidazolidine-2,4-dione in which the nitrogen at position 1 is substituted by an N-(isopropyl)carboxamide group while that at position 3 is substituted by a 3,5-dichlorophenyl group. A contact fungicide, it blocks the growth of the fungal mycelium and inhibits the germination of fungal spores. It is used on fruit and vegetable crops affected by various fungal diseases. It is also used as a nematicide."	"Wikipedia:Iprodione PMID:22115616 KEGG:C11208 PMID:11451425 HMDB:HMDB0031795 Patent:CN103392726 PPDB:403 Patent:DE2149923 PMID:22262495 Pesticides:iprodione Patent:US3755350 CAS:36734-19-7 Reaxys:895003 UM-BBD_compID:c0635 Patent:CN103053579"
<http://purl.obolibrary.org/obo/PHIPO_0000481>	"A phenotype where the process of host tissue cell death causing a host lesion is absent."	
<http://purl.obolibrary.org/obo/PHIPO_0000178>	"A pathogen host interaction phenotype that affects DNA binding. The affected gene product may be encoded by the mutated gene, or by a different gene."	"FYPO:0000653"
<http://purl.obolibrary.org/obo/CHEBI_36389>		
<http://purl.obolibrary.org/obo/PHIPO_0000514>	"A single organism cell population phenotype that reflects the proportion of the population that survive and develop normally."	"FYPO:0002057"
<http://purl.obolibrary.org/obo/PHIPO_0001153>	"A single species cell morphology phenotype in which fungal hyphae form an increased number of branches."	
<http://purl.obolibrary.org/obo/CHEBI_83821>	"Any derivative of an amino acid resulting from reaction at an amino group, carboxy group, side-chain functional group, or from the replacement of any hydrogen by a heteroatom. The definition normally excludes peptides containing amino acid residues."	
<http://purl.obolibrary.org/obo/PHIPO_0000604>	"A growth phenotype which describes the resistance of individuals or populations after exposure to meropenem. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_76866>	"An EC 1.6.* (oxidoreductase acting on NADH or NADPH) inhibitor that interferes with the action of any such enzyme using a quinone or similar as acceptor (EC 1.6.5.*)."	
<http://purl.obolibrary.org/obo/GO_0016462>	"Catalysis of the hydrolysis of a pyrophosphate bond (diphosphate bond) between two phosphate groups."	"Reactome:R-HSA-6810472"
<http://purl.obolibrary.org/obo/CHEBI_33838>	"An N-glycosyl compound that has both a nucleobase, normally adenine, guanine, xanthine, thymine, cytosine or uracil, and either a ribose or deoxyribose as functional parents."	"KEGG:C00801 Wikipedia:Nucleoside"
<http://purl.obolibrary.org/obo/PHIPO_0000230>	"A pathogen host interaction phenotype in which the toxin biosynthetic process is normal (i.e. same as the wild type)."	
<http://purl.obolibrary.org/obo/CHEBI_50471>	"A primary amine formally derived from ammonia by replacing one hydrogen atom by an aryl group. R-NH2 where R is an aryl group."	
<http://purl.obolibrary.org/obo/PHIPO_0000017>	"A single organism phenotype which is abnormal (i.e. different than wild-type)."	
<http://purl.obolibrary.org/obo/CHEBI_73474>	"Any organic molecule containing a C#C bond."	
<http://purl.obolibrary.org/obo/CHEBI_33245>	"An organic fundamental parent is a structure used as a basis for substitutive names in organic nomenclature, containing, in addition to one or more hydrogen atoms, a single atom of an element, a number of atoms (alike or different) linked together to form an unbranched chain, a monocyclic or polycyclic ring system, or a ring assembly or ring/chain system."	
<http://purl.obolibrary.org/obo/PATO_0000461>	"A quality inhering in a bearer by virtue of the bearer's exhibiting no deviation from normal or average."	
<http://purl.obolibrary.org/obo/CHEBI_53634>	"A tetracyclic antibacterial agent derived from neomycin, being a glycoside ester of neamine and neobiosamine C."	"CAS:66-86-4 Reaxys:101620 PMID:849920 PMID:19382560 KEGG:C15652 PMID:19713992 PMID:4907002 PMID:804015 PMID:13355298 PMID:17206729 PMID:9682160 PMID:5137586"
<http://purl.obolibrary.org/obo/GO_0032940>	"The controlled release of a substance by a cell."	"Wikipedia:Secretion"
<http://purl.obolibrary.org/obo/CHEBI_51454>	"Cyclopropane and its derivatives formed by substitution."	
<http://purl.obolibrary.org/obo/PHIPO_0000640>	"A growth phenotype which describes the resistance of individuals or populations after exposure to sparfloxacin. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/GO_0099632>	"A process in which protein is transported from one region of the plasma membrane to another."	
<http://purl.obolibrary.org/obo/SO_0000704>		
<http://purl.obolibrary.org/obo/CHEBI_22565>	"A class of macrocyclic lactams that consist of an aromatic (phenyl or naphthyl) or quinonoid (benzoquinone or naphthoquinone) moiety that is bridged by an aliphatic chain."	"Wikipedia:Ansamycin"
<http://purl.obolibrary.org/obo/PHIPO_0001292>	"A growth phenotype which describes the sensitivity of individuals or populations after exposure to fenpicoxamid. Typically, organisms are deemed sensitive to a chemical if they stop growing (and may die) at a concentration of the chemical that allows wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_33318>	"An atom belonging to one of the main groups (found in the s- and p- blocks) of the periodic table."	
<http://purl.obolibrary.org/obo/CHEBI_25944>	"Strictly, a substance intended to kill pests. In common usage, any substance used for controlling, preventing, or destroying animal, microbiological or plant pests."	"Wikipedia:Pesticide"
<http://purl.obolibrary.org/obo/CHEBI_33676>	"A d-block molecular entity is a molecular entity containing one or more atoms of a d-block element."	
<http://purl.obolibrary.org/obo/CHEBI_59869>	"Zwitterionic form of an L-alpha-amino acid having an anionic carboxy group and a protonated amino group."	
