?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/PHIPO_0000062>	<http://www.w3.org/2000/01/rdf-schema#label>	"sexual spores absent"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000339>	<http://www.w3.org/2000/01/rdf-schema#label>	"decreased pathogen cell to cell migration within host"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000290>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete colour present"	
<http://purl.obolibrary.org/obo/PHIPO_0000166>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete chlorosis phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000729>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to miltefosine"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000567>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to mancozeb"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000798>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to fenarimol"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000946>	<http://www.w3.org/2000/01/rdf-schema#label>	"decreased cellular reactive oxygen species level"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000784>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to nisin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001091>	<http://www.w3.org/2000/01/rdf-schema#label>	"abolished chitinase activity"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000864>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to netilmicin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000336>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete intracellular growth phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000553>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to aztreonam"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001253>	<http://www.w3.org/2000/01/rdf-schema#label>	"host immune system inflammatory response activated by pathogen present"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000611>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to fusidic acid"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000850>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to 4-aminosalicylic acid"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001022>	<http://www.w3.org/2000/01/rdf-schema#label>	"altered cellular cAMP level"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001245>	<http://www.w3.org/2000/01/rdf-schema#label>	"increased protein phosphorylation involved in host PAMP-triggered immunity (MAPK) signaling activated by pathogen"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001014>	<http://www.w3.org/2000/01/rdf-schema#label>	"increased level of host defense-induced callose deposition"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000083>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete abnormal asexual spore motility"	
<http://purl.obolibrary.org/obo/PHIPO_0000938>	<http://www.w3.org/2000/01/rdf-schema#label>	"vegetative cell lysis"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000976>	<http://www.w3.org/2000/01/rdf-schema#label>	"decreased lipid droplet degradation"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000217>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete pathogen host interaction primary metabolic process phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000322>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete gain of effector of pathogenicity activation of host defense"	
<http://purl.obolibrary.org/obo/PHIPO_0001231>	<http://www.w3.org/2000/01/rdf-schema#label>	"host defense-induced RNA present"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000075>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal asexual spore shape"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000434>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal catalytic activity"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000665>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to ofloxacin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000707>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to hymexazol"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000514>	<http://www.w3.org/2000/01/rdf-schema#label>	"population viability phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000745>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to neomycin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000583>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to antimycin A"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001118>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal protein modification"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001000>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal pathogen swollen terminal hyphae during cell to cell migration"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000962>	<http://www.w3.org/2000/01/rdf-schema#label>	"decreased filamentous growth on host surface"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000203>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete increased aerial height of filamentous colony affecting colony shape"	
<http://purl.obolibrary.org/obo/PHIPO_0001156>	<http://www.w3.org/2000/01/rdf-schema#label>	"increased level of pathogen reactive oxygen species production within host"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000061>	<http://www.w3.org/2000/01/rdf-schema#label>	"asexual spores absent"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001261>	<http://www.w3.org/2000/01/rdf-schema#label>	"host cell inviable with pathogen"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000954>	<http://www.w3.org/2000/01/rdf-schema#label>	"presence of pathogen growth within host"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000352>	<http://www.w3.org/2000/01/rdf-schema#label>	"normal formation of pathogen penetration structure prior to entry into host"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000110>	<http://www.w3.org/2000/01/rdf-schema#label>	"abolished formation of pathogen penetration structure"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000500>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete abnormal biosynthesis of deoxynivalenol"	
<http://purl.obolibrary.org/obo/PHIPO_0001148>	<http://www.w3.org/2000/01/rdf-schema#label>	"unaltered reactive oxygen species production"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000723>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to pyrazinecarboxamide"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000561>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to tylosin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000792>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to linezolid"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001134>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to potassium chloride"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000195>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete normal host lesion formation with pathogen"	
<http://purl.obolibrary.org/obo/PHIPO_0001030>	<http://www.w3.org/2000/01/rdf-schema#label>	"altered cellular toxin level"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000091>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete abnormal budding"	
<http://purl.obolibrary.org/obo/PHIPO_0000596>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to eflornithine"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000758>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to cefpodoxime proxetil"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001051>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal unicellular colony shape"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000975>	<http://www.w3.org/2000/01/rdf-schema#label>	"increased unicellular population growth"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000216>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete pathogen host interaction disease symptom phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000447>	<http://www.w3.org/2000/01/rdf-schema#label>	"increased number of asexual pathogen spores within host"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000527>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to enrofloxacin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000365>	<http://www.w3.org/2000/01/rdf-schema#label>	"decreased pathogen growth within host"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000513>	<http://www.w3.org/2000/01/rdf-schema#label>	"inviable population"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000744>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to virginiamycin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000582>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to cefuroxime"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000736>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to benznidazole"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000967>	<http://www.w3.org/2000/01/rdf-schema#label>	"abolished pathogen penetration across the barrier"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001043>	<http://www.w3.org/2000/01/rdf-schema#label>	"level of pathogen produced toxin within host phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000953>	<http://www.w3.org/2000/01/rdf-schema#label>	"pathogen penetration structure present when near host"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000351>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete pathogen is able to penetrate host"	
<http://purl.obolibrary.org/obo/PHIPO_0001260>	<http://www.w3.org/2000/01/rdf-schema#label>	"host cell viable with pathogen"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001147>	<http://www.w3.org/2000/01/rdf-schema#label>	"cellular metabolic process phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000463>	<http://www.w3.org/2000/01/rdf-schema#label>	"subcellular component phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000505>	<http://www.w3.org/2000/01/rdf-schema#label>	"phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000343>	<http://www.w3.org/2000/01/rdf-schema#label>	"delayed pathogen cell to cell migration within host"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000574>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to pyrazinecarboxamide"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000381>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to benomyl"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000791>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to nitrofurantoin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000686>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to caspofungin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000625>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to posaconazole"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000983>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal meiotic cell cycle"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000232>	<http://www.w3.org/2000/01/rdf-schema#label>	"increased level of pathogen deoxynivalenol within host"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000108>	<http://www.w3.org/2000/01/rdf-schema#label>	"delayed timing of penetration structure formation"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000090>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete normal parthenogenesis"	
<http://purl.obolibrary.org/obo/PHIPO_0001259>	<http://www.w3.org/2000/01/rdf-schema#label>	"host cell viability with pathogen phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000101>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete decreased motility"	
<http://purl.obolibrary.org/obo/PHIPO_0000590>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to voriconazole"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000617>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to verapamil"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000672>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to pentamidine"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001028>	<http://www.w3.org/2000/01/rdf-schema#label>	"abolished protein localization to plasma membrane"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000089>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete normal fragmentation"	
<http://purl.obolibrary.org/obo/PHIPO_0000224>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete altered colour of host lesion with pathogen"	
<http://purl.obolibrary.org/obo/PHIPO_0000210>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete decreased extent and duration of pathogen host protein-protein interaction"	
<http://purl.obolibrary.org/obo/PHIPO_0000441>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal pathogen reproductive phenotype within host"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001163>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete pathogen host interaction reproductive phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000521>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to boscalid"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000699>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to doripenem"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000245>	<http://www.w3.org/2000/01/rdf-schema#label>	"abolished protein localization"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000394>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to naftifine"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000152>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal RNA binding"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000468>	<http://www.w3.org/2000/01/rdf-schema#label>	"absence of pathogen asexual spores within host"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000380>	<http://www.w3.org/2000/01/rdf-schema#label>	"normal transporter activity"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000407>	<http://www.w3.org/2000/01/rdf-schema#label>	"cellular component organization phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000685>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to tobramycin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000765>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to methicillin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000982>	<http://www.w3.org/2000/01/rdf-schema#label>	"normal meiosis"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000869>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to D-cycloserine"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001176>	<http://www.w3.org/2000/01/rdf-schema#label>	"effector-mediated immune suppression phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000003>	<http://www.w3.org/2000/01/rdf-schema#label>	"tissue phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000372>	<http://www.w3.org/2000/01/rdf-schema#label>	"decreased size of pathogen penetration structure when near host"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000237>	<http://www.w3.org/2000/01/rdf-schema#label>	"protein localization phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001072>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete inviable host organism with pathogen"	
<http://purl.obolibrary.org/obo/PHIPO_0000616>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to kanamycin A"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000534>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to actinomycin D"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000751>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to fludioxonil"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000646>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to fenhexamid"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000877>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to cefoxitin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000800>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to farnesol"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000261>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal endocytosis"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001057>	<http://www.w3.org/2000/01/rdf-schema#label>	"normal unicellular colony shape"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000303>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal dissemination of sexual spore"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000808>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to pyrimethanil"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000129>	<http://www.w3.org/2000/01/rdf-schema#label>	"normal asexual reproductive structure development"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000130>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal sexual spore morphology"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000415>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal subcellular component"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000253>	<http://www.w3.org/2000/01/rdf-schema#label>	"normal RNA localization"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000484>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete abnormal pathogen host interaction phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000519>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to piperacillin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000632>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to hydrogen peroxide"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000470>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete location of pathogen growth within host phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000588>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to trimethoprim"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001049>	<http://www.w3.org/2000/01/rdf-schema#label>	"unicellular colony shape phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001192>	<http://www.w3.org/2000/01/rdf-schema#label>	"decreased level of host defense-induced reactive oxygen species"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000115>	<http://www.w3.org/2000/01/rdf-schema#label>	"decreased pathogen penetration across the barrier"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001266>	<http://www.w3.org/2000/01/rdf-schema#label>	"increased host hemorrhage with pathogen"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000011>	<http://www.w3.org/2000/01/rdf-schema#label>	"virulence phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000401>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete normal phialide morphology"	
<http://purl.obolibrary.org/obo/PHIPO_0000096>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal meiosis II"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001120>	<http://www.w3.org/2000/01/rdf-schema#label>	"decreased protein phosphorylation"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000428>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete normal pathogen host interaction pathogen carbohydrate binding phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000659>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to gentamicin"@en	
